category,food_id,food_name,calcium,calories,carbohydrate,cholesterol,fat,fiber,iron,measurement_description,metric_serving_amount,metric_serving_unit,monounsaturated_fat,number_of_units,polyunsaturated_fat,potassium,protein,saturated_fat,serving_description,serving_id,serving_url,sodium,sugar,vitamin_a,vitamin_c,,,,,,
sauces,35019,"""Hollandaise Sauce with Butterfat (Prepared with Water"," Dehydrated)""",48,92,5.31,20,7.62,0.3,0.35,g,100,g,2.29,100,0.36,48,1.82,4.48,100 g,57750,https://www.fatsecret.com/calories-nutrition/usda/hollandaise-sauce-with-butterfat-(prepared-with-water-dehydrated)?portionid=57750&portionamount=100.000,604,1.48,59,0.1,,,,,
sauces,6808,Mustard Sauce,24,246,9.91,0,22.48,0.9,0.55,g,100,g,7.851,100,10.842,78,1.04,2.783,100 g,55488,https://www.fatsecret.com/calories-nutrition/generic/mustard-sauce?portionid=55488&portionamount=100.000,734,7.92,2,1.4,,,,,,
sauces,6165,Tomato Chili Sauce,20,104,19.79,0,0.3,5.9,0.8,g,100,g,0.038,100,0.154,370,2.5,0.045,100 g,54845,https://www.fatsecret.com/calories-nutrition/generic/tomato-chili-sauce-(catsup-type)?portionid=54845&portionamount=100.000,1338,10.54,34,16,,,,,,
sauces,38332,Soy Sauce (Shoyu),19,53,7.61,0,0.04,0.8,1.93,g,100,g,0.006,100,0.019,217,6.28,0.005,100 g,61063,https://www.fatsecret.com/calories-nutrition/usda/soy-sauce-(shoyu)?portionid=61063&portionamount=100.000,5637,1.7,0,0,,,,,,
sauces,38333,Soy Sauce (Tamari),20,60,5.57,0,0.1,0.8,2.38,g,100,g,0.017,100,0.044,212,10.51,0.011,100 g,61064,https://www.fatsecret.com/calories-nutrition/usda/soy-sauce-(tamari)?portionid=61064&portionamount=100.000,5586,1.7,0,0,,,,,,
sauces,34809,"""Bearnaise Sauce (Dry"," Dehydrated)""",165,362,59.74,1,9,,0.5,g,100,g,3.87,100,3.38,292,14.06,1.34,100 g,57540,https://www.fatsecret.com/calories-nutrition/usda/bearnaise-sauce-(dry-dehydrated)?portionid=57540&portionamount=100.000,3390,,1,2,,,,,
sauces,38334,Soy Sauce (Made From Hydrolyzed Vegetable Protein),5,40,7.73,0,0.08,0.5,1.49,g,100,g,0.009,100,0.022,152,2.43,0.006,100 g,61065,https://www.fatsecret.com/calories-nutrition/usda/soy-sauce-(made-from-hydrolyzed-vegetable-protein)?portionid=61065&portionamount=100.000,5689,1.7,0,0,,,,,,
sauces,36957,Ketchup,18,97,25.08,0,0.38,0.3,0.51,g,100,g,0.057,100,0.153,382,1.74,0.052,100 g,59688,https://www.fatsecret.com/calories-nutrition/usda/ketchup?portionid=59688&portionamount=100.000,1114,22.77,47,15.1,,,,,,
sauces,35108,Spaghetti Sauce (Low Sodium),28,109,15.9,0,4.8,3,0.65,g,100,g,3.307,100,0.518,384,1.8,0.647,100 g,57839,https://www.fatsecret.com/calories-nutrition/usda/spaghetti-sauce-(low-sodium)?portionid=57839&portionamount=100.000,30,11.57,31,11.2,,,,,,
sauces,34810,"""Cheese Sauce (Dry"," Dehydrated)""",795,448,33.66,51,25.44,1.1,0.42,g,100,g,8.44,100,3.66,519,22.69,12.05,100 g,57541,https://www.fatsecret.com/calories-nutrition/usda/cheese-sauce-(dry-dehydrated)?portionid=57541&portionamount=100.000,4110,25.13,64,1,,,,,
sauces,35104,"""Tomato Chili Sauce (with Salt"," Bottled)""",20,104,19.79,0,0.3,5.9,0.8,g,100,g,0.038,100,0.154,370,2.5,0.045,100 g,57835,https://www.fatsecret.com/calories-nutrition/usda/tomato-chili-sauce-(with-salt-bottled)?portionid=57835&portionamount=100.000,1338,10.54,34,16,,,,,
sauces,35103,Worcestershire Sauce,107,67,19.46,0,0,0,5.3,g,100,g,0,100,0,800,0,0,100 g,57834,https://www.fatsecret.com/calories-nutrition/usda/worcestershire-sauce?portionid=57834&portionamount=100.000,980,10.03,5,13,,,,,,
sauces,34819,"""White Sauce (Dry"," Dehydrated)""",674,463,50.56,1,26.7,2.8,0.5,g,100,g,11.88,100,6.97,370,10.94,6.68,100 g,57550,https://www.fatsecret.com/calories-nutrition/usda/white-sauce-(dry-dehydrated)?portionid=57550&portionamount=100.000,3410,,2,3,,,,,
sauces,34818,Teriyaki Sauce,25,84,15.95,0,0,0.1,1.7,g,100,g,0,100,0,225,5.93,0,100 g,57549,https://www.fatsecret.com/calories-nutrition/usda/teriyaki-sauce?portionid=57549&portionamount=100.000,3833,13.06,0,0,,,,,,
sauces,34817,"""Teriyaki Sauce (Dry"," Dehydrated)""",243,283,60,0,2,1.9,6.06,g,100,g,0.47,100,1.16,468,9,0.29,100 g,57548,https://www.fatsecret.com/calories-nutrition/usda/teriyaki-sauce-(dry-dehydrated)?portionid=57548&portionamount=100.000,10400,,0,0,,,,,
sauces,34816,"""Sweet and Sour Sauce (Dry"," Dehydrated)""",54,389,96.13,0,0.1,1.9,2.14,g,100,g,0.02,100,0.06,87,1,0.01,100 g,57547,https://www.fatsecret.com/calories-nutrition/usda/sweet-and-sour-sauce-(dry-dehydrated)?portionid=57547&portionamount=100.000,1030,,0,0,,,,,
sauces,34815,"""Stroganoff Sauce (Dry"," Dehydrated)""",667,351,57.66,25,9.53,1.1,2.89,g,100,g,2.58,100,0.27,866,12.1,6.19,100 g,57546,https://www.fatsecret.com/calories-nutrition/usda/stroganoff-sauce-(dry-dehydrated)?portionid=57546&portionamount=100.000,4050,,24,0.8,,,,,
sauces,34814,"""Spaghetti Sauce with Mushrooms (Dry"," Dehydrated)""",399,304,49,28,9,,1.82,g,100,g,2.55,100,0.26,411,10,5.73,100 g,57545,https://www.fatsecret.com/calories-nutrition/usda/spaghetti-sauce-with-mushrooms-(dry-dehydrated)?portionid=57545&portionamount=100.000,9420,,17,2,,,,,
sauces,34813,"""Spaghetti Sauce (Dry"," Dehydrated)""",172,281,64.26,0,1,3,2.67,g,100,g,0.28,100,0.03,840,6,0.64,100 g,57544,https://www.fatsecret.com/calories-nutrition/usda/spaghetti-sauce-(dry-dehydrated)?portionid=57544&portionamount=100.000,8480,,1,2,,,,,
sauces,34812,"""Mushroom Sauce (Dry"," Dehydrated)""",9,349,54.72,0,9.5,,1,g,100,g,4.09,100,3.57,433,14.38,1.42,100 g,57543,https://www.fatsecret.com/calories-nutrition/usda/mushroom-sauce-(dry-dehydrated)?portionid=57543&portionamount=100.000,6230,,0,0,,,,,
sauces,35109,Meat or Poultry Gravy (Low Sodium),6,53,6.16,3,2.4,0.3,0.7,g,100,g,1.068,100,0.095,81,3.8,1.003,100 g,57840,https://www.fatsecret.com/calories-nutrition/usda/meat-or-poultry-gravy-(low-sodium)?portionid=57840&portionamount=100.000,18,0.01,0,0,,,,,,
sauces,6175,Low Sodium Tomato Sauce,28,109,15.9,0,4.8,3,0.65,g,100,g,3.307,100,0.518,384,1.8,0.647,100 g,54855,https://www.fatsecret.com/calories-nutrition/generic/tomato-sauce-low-sodium?portionid=54855&portionamount=100.000,30,11.57,31,11.2,,,,,,
sauces,6174,Tomato Sauce,27,74,11.27,0,2.38,0.4,0.85,g,100,g,0.763,100,0.948,376,1.95,0.325,100 g,54854,https://www.fatsecret.com/calories-nutrition/generic/tomato-sauce?portionid=54854&portionamount=100.000,481,8.88,27,3.1,,,,,,
sauces,6178,Meatless Spaghetti Sauce,27,74,11.27,0,2.38,0.4,0.85,g,100,g,0.763,100,0.948,376,1.95,0.325,100 g,54858,https://www.fatsecret.com/calories-nutrition/generic/spaghetti-sauce-meatless?portionid=54858&portionamount=100.000,481,8.88,27,3.1,,,,,,
sauces,3222,Black Bean Sauce,23,102,11.09,0,4.46,1.4,0.59,g,100,g,1.983,100,1.445,136,2.46,0.787,100 g,51902,https://www.fatsecret.com/calories-nutrition/generic/black-bean-sauce?portionid=51902&portionamount=100.000,964,2.79,5,1.7,,,,,,
sauces,6171,Green Enchilada Sauce,31,74,5.29,17,5.75,1.5,0.47,g,100,g,1.561,100,0.478,215,1.47,3.234,100 g,54851,https://www.fatsecret.com/calories-nutrition/generic/enchilada-sauce-green?portionid=54851&portionamount=100.000,181,2.92,56,9.3,,,,,,
sauces,6170,Red Enchilada Sauce,25,127,3.83,36,12.41,0.8,0.17,g,100,g,3.968,100,1.118,138,1.04,6.719,100 g,54850,https://www.fatsecret.com/calories-nutrition/generic/enchilada-sauce-red?portionid=54850&portionamount=100.000,138,1.72,125,5.7,,,,,,
sauces,6173,Green Tomato Chile Sauce (Salsa Verde),9,74,5.92,2,5.66,1.9,0.6,g,100,g,2.166,100,1.532,254,1.01,1.474,100 g,54853,https://www.fatsecret.com/calories-nutrition/generic/green-tomato-chile-sauce-cooked-(salsa-verde)?portionid=54853&portionamount=100.000,107,3.74,9,11.8,,,,,,
sauces,6172,Green Tomato Chile Sauce (Salsa De Tomate Verde Cruda),9,26,5.02,0,0.69,1.6,0.49,g,100,g,0.103,100,0.285,205,0.84,0.094,100 g,54852,https://www.fatsecret.com/calories-nutrition/generic/green-tomato-chile-sauce-raw-(salsa-de-tomate-verde-cruda)?portionid=54852&portionamount=100.000,327,3.02,9,11.2,,,,,,
sauces,33831,Cheese Sauce (From Recipe),311,197,5.48,38,14.92,0.1,0.35,g,100,g,4.735,100,1.397,142,10.33,8.034,100 g,56562,https://www.fatsecret.com/calories-nutrition/usda/cheese-sauce-(from-recipe)?portionid=56562&portionamount=100.000,493,,166,0.6,,,,,,
sauces,35735,"""Applesauce (Without Salt", Sweetened," Canned)""",4,76,19.91,0,0.18,1.2,0.35,g,100,g,0.007,100,0.054,61,0.18,0.03,100 g,58466,https://www.fatsecret.com/calories-nutrition/usda/applesauce-(without-salt-sweetened-canned)?portionid=58466&portionamount=100.000,3,16.5,1,1.7,,,,
sauces,35734,"""Applesauce (Without Added Ascorbic Acid", Unsweetened," Canned)""",3,43,11.29,0,0.05,1.2,0.12,g,100,g,0.002,100,0.014,75,0.17,0.008,100 g,58465,https://www.fatsecret.com/calories-nutrition/usda/applesauce-(without-added-ascorbic-acid-unsweetened-canned)?portionid=58465&portionamount=100.000,2,10.09,1,1.2,,,,
sauces,36705,Spanish Style Tomato Sauce (Canned),17,33,7.24,0,0.27,1.4,3.48,g,100,g,0.04,100,0.108,369,1.44,0.038,100 g,59436,https://www.fatsecret.com/calories-nutrition/usda/spanish-style-tomato-sauce-(canned)?portionid=59436&portionamount=100.000,472,,49,8.6,,,,,,
sauces,2762797,Bechamel Sauce,102,127,10.52,23,7.86,0.3,0.44,g,100,g,2.046,100,0.325,137,3.73,4.957,100 g,2692928,https://www.fatsecret.com/calories-nutrition/generic/bechamel-sauce?portionid=2692928&portionamount=100.000,101,4.34,104,0.1,,,,,,
sauces,4389,Flour and Water Gravy,5,80,16.72,0,0.22,0.6,1.02,g,100,g,0.019,100,0.09,23,2.26,0.034,100 g,53069,https://www.fatsecret.com/calories-nutrition/generic/flour-and-water-gravy?portionid=53069&portionamount=100.000,104,0.06,0,0,,,,,,
sauces,36389,Horseradish-Tree Leafy Tips,185,64,8.28,0,1.4,2,4,g,100,g,,100,,337,9.4,,100 g,59120,https://www.fatsecret.com/calories-nutrition/usda/horseradish-tree-leafy-tips?portionid=59120&portionamount=100.000,9,,378,51.7,,,,,,
sauces,7418,Oriental Style Plum Sauce,14,201,50.74,0,0.36,1.1,0.57,g,100,g,0.075,100,0.137,114,0.63,0.076,100 g,56098,https://www.fatsecret.com/calories-nutrition/generic/plum-sauce-oriental-style?portionid=56098&portionamount=100.000,598,48.11,38,2.2,,,,,,
sauces,6186,Steak Sauce (Tomato Base),19,61,14.84,0,0.21,1.9,1.27,g,100,g,0.035,100,0.09,430,1.82,0.044,100 g,54866,https://www.fatsecret.com/calories-nutrition/generic/steak-sauce-tomato-base?portionid=54866&portionamount=100.000,1450,8.39,29,8.3,,,,,,
sauces,5371,Applesauce Sweetened with Low Calorie Sweetener,3,43,11.29,0,0.05,1.2,0.12,g,100,g,0.002,100,0.014,75,0.17,0.008,100 g,54051,https://www.fatsecret.com/calories-nutrition/generic/applesauce-stewed-apples-sweetened-with-low-calorie-sweetener?portionid=54051&portionamount=100.000,2,10.09,1,1.2,,,,,,
sauces,6185,Low Sodium Barbecue Sauce,19,75,12.8,0,1.8,3,0.9,g,100,g,0.549,100,0.902,609,1.8,0.23,100 g,54865,https://www.fatsecret.com/calories-nutrition/generic/barbecue-sauce-low-sodium?portionid=54865&portionamount=100.000,133,5.39,43,7,,,,,,
sauces,6187,Cocktail Sauce,24,81,20.83,0,0.43,0.9,0.46,g,100,g,0.067,100,0.18,332,1.51,0.058,100 g,54867,https://www.fatsecret.com/calories-nutrition/generic/cocktail-sauce?portionid=54867&portionamount=100.000,866,18.18,34,17.8,,,,,,
sauces,7039,Hollandaise Sauce,47,417,1.8,435,44.25,0,0.76,g,100,g,12.797,100,2.537,52,4.76,26.043,100 g,55719,https://www.fatsecret.com/calories-nutrition/generic/hollandaise-sauce?portionid=55719&portionamount=100.000,276,0.4,416,4.2,,,,,,
sauces,7038,Lemon-Butter Sauce,13,752,1.12,218,84.9,0.2,0.39,g,100,g,24.526,100,3.159,49,0.46,52.829,100 g,55718,https://www.fatsecret.com/calories-nutrition/generic/lemon-butter-sauce?portionid=55718&portionamount=100.000,5,0.26,743,12.2,,,,,,
sauces,296432,Taco Sauce,30,30,6.89,0,0.18,1.8,0.51,g,110,g,0.028,100,0.126,327,1.69,0.033,100 g,331665,https://www.fatsecret.com/calories-nutrition/generic/taco-sauce?portionid=331665&portionamount=100.000,660,3.37,17,2.1,,,,,,
sauces,3077,Giblet Gravy,12,76,4.8,38,4.33,0.4,1.26,g,100,g,1.848,100,1,123,4.44,1.176,100 g,51757,https://www.fatsecret.com/calories-nutrition/generic/gravy-giblet?portionid=51757&portionamount=100.000,526,0.45,625,1.3,,,,,,
sauces,34194,Mayonnaise,14,390,23.9,26,33.4,0,0.2,g,100,g,9,100,18,9,0.9,4.9,100 g,56925,https://www.fatsecret.com/calories-nutrition/usda/mayonnaise?portionid=56925&portionamount=100.000,711,6.4,21,0,,,,,,
sauces,6182,Fat Free Meatless Spaghetti Sauce,13,41,8.77,0,0.74,1.4,0.76,g,100,g,0.102,100,0.337,398,0.94,0.133,100 g,54862,https://www.fatsecret.com/calories-nutrition/generic/spaghetti-sauce-meatless-fat-free?portionid=54862&portionamount=100.000,546,7.36,41,13.2,,,,,,
sauces,6181,Low Sodium Meatless Spaghetti Sauce,28,109,15.9,0,4.8,3,0.65,g,100,g,3.307,100,0.518,384,1.8,0.647,100 g,54861,https://www.fatsecret.com/calories-nutrition/generic/spaghetti-sauce-meatless-low-sodium?portionid=54861&portionamount=100.000,30,11.57,31,11.2,,,,,,
sauces,6184,Barbecue Sauce,19,75,12.8,0,1.8,1.2,0.9,g,100,g,0.77,100,0.68,174,1.8,0.27,100 g,54864,https://www.fatsecret.com/calories-nutrition/generic/barbecue-sauce?portionid=54864&portionamount=100.000,815,3.92,1,7,,,,,,
sauces,3073,Meat or Poultry Gravy with Wine,12,72,4.4,2,2.83,0.3,0.52,g,100,g,1.233,100,0.557,96,2,0.896,100 g,51753,https://www.fatsecret.com/calories-nutrition/generic/gravy-meat-or-poultry-with-wine?portionid=51753&portionamount=100.000,399,0.59,1,0,,,,,,
sauces,5370,Applesauce with Sugar,4,76,19.91,0,0.18,1.2,0.35,g,100,g,0.007,100,0.054,61,0.18,0.03,100 g,54050,https://www.fatsecret.com/calories-nutrition/generic/applesauce-stewed-apples-with-sugar?portionid=54050&portionamount=100.000,3,16.5,1,1.7,,,,,,
sauces,3072,Poultry Gravy,20,79,5.42,2,5.71,0.4,0.47,g,100,g,2.55,100,1.5,109,1.93,1.41,100 g,51752,https://www.fatsecret.com/calories-nutrition/generic/gravy-poultry?portionid=51752&portionamount=100.000,577,0.78,1,0,,,,,,
sauces,34875,Teriyaki Sauce (Reduced Sodium),25,84,15.9,0,0,0.1,1.7,g,100,g,0,100,0,225,5.93,0,100 g,57606,https://www.fatsecret.com/calories-nutrition/usda/teriyaki-sauce-(reduced-sodium)?portionid=57606&portionamount=100.000,1778,14.08,0,0,,,,,,
sauces,35049,Dry Cheese Sauce Mix,204,438,60.52,23,18.33,1,0.5,g,100,g,6.868,100,0.983,428,7.68,8.44,100 g,57780,https://www.fatsecret.com/calories-nutrition/usda/dry-cheese-sauce-mix?portionid=57780&portionamount=100.000,3202,10.26,56,0.9,,,,,,
sauces,35840,Guava Sauce (Cooked),7,36,9.48,0,0.14,3.6,0.18,g,100,g,0.013,100,0.059,225,0.32,0.04,100 g,58571,https://www.fatsecret.com/calories-nutrition/usda/guava-sauce-(cooked)?portionid=58571&portionamount=100.000,4,5.88,14,146.4,,,,,,
sauces,34870,Fish Sauce,43,35,3.64,0,0.01,0,0.78,g,100,g,0.002,100,0.003,288,5.06,0.003,100 g,57601,https://www.fatsecret.com/calories-nutrition/usda/fish-sauce?portionid=57601&portionamount=100.000,7720,3.64,4,0.5,,,,,,
sauces,5368,Applesauce,4,76,19.91,0,0.18,1.2,0.35,g,100,g,0.007,100,0.054,61,0.18,0.03,100 g,54048,https://www.fatsecret.com/calories-nutrition/generic/applesauce-stewed-apples-ns-as-to-type-of-sweetener?portionid=54048&portionamount=100.000,3,16.5,1,1.7,,,,,,
sauces,5369,Applesauce Unsweetened,3,43,11.29,0,0.05,1.2,0.12,g,100,g,0.002,100,0.014,75,0.17,0.008,100 g,54049,https://www.fatsecret.com/calories-nutrition/generic/applesauce-stewed-apples-unsweetened?portionid=54049&portionamount=100.000,2,10.09,1,1.2,,,,,,
drinks,7596,Black Cherry Drink,3,47,12.1,0,0,0.2,0.06,g,100,g,0.001,100,0.001,13,0.09,0,100 g,56276,https://www.fatsecret.com/calories-nutrition/generic/black-cherry-drink?portionid=56276&portionamount=100.000,2,11.94,1,0.3,,,,,,
drinks,37898,Fruit Flavored Sports Drink (Low Calorie),0,11,3,0,0,0,0.05,g,100,g,0,100,0,10,0,0,100 g,60629,https://www.fatsecret.com/calories-nutrition/usda/fruit-flavored-sports-drink-(low-calorie)?portionid=60629&portionamount=100.000,35,0,0,6.3,,,,,,
drinks,7517,Decaffeinated Pepper-Type Soft Drink,2,41,10.58,0,0,0,0.02,g,100,g,0,100,0,3,0,0,100 g,56197,https://www.fatsecret.com/calories-nutrition/generic/soft-drink-pepper-type-decaffeinated?portionid=56197&portionamount=100.000,4,10.58,0,0,,,,,,
drinks,7495,Sugar Free Soft Drink,3,2,0.24,0,0.02,0,0.09,g,100,g,0,100,0,7,0.11,0,100 g,56175,https://www.fatsecret.com/calories-nutrition/generic/soft-drink-sugar-free?portionid=56175&portionamount=100.000,7,0,0,0,,,,,,
drinks,7651,Low Calorie Apple Cider Flavored Drink with Vitamin C Added  (made From Powdered Mix),11,1,0.3,0,0,0,0.03,g,100,g,0,100,0,0,0,0,100 g,56331,https://www.fatsecret.com/calories-nutrition/generic/apple-cider-flavored-drink-made-from-powdered-mix-low-calorie-with-vitamin-c-added?portionid=56331&portionamount=100.000,14,0,0,25,,,,,,
drinks,7497,Sugar Free Cola  Soft Drink,3,2,0.29,0,0.03,0,0.11,g,100,g,0,100,0,8,0.11,0,100 g,56177,https://www.fatsecret.com/calories-nutrition/generic/soft-drink-cola-type-sugar-free?portionid=56177&portionamount=100.000,8,0,0,0,,,,,,
drinks,7530,Carbonated Noncitrus Juice Drink,7,38,9.32,0,0.07,0.1,0.22,g,100,g,0.003,100,0.019,88,0.22,0.015,100 g,56210,https://www.fatsecret.com/calories-nutrition/generic/carbonated-noncitrus-juice-drink?portionid=56210&portionamount=100.000,8,9.02,0,0.4,,,,,,
drinks,7496,Reduced Sugar Cola Soft Drink,2,20,5.16,0,0,0,0.02,g,100,g,0,100,0,3,0,0,100 g,56176,https://www.fatsecret.com/calories-nutrition/generic/soft-drink-cola-type-reduced-sugar?portionid=56176&portionamount=100.000,4,5.16,0,0,,,,,,
drinks,7499,Sugar Free Decaffeinated Cola Soft Drink,3,1,0.15,0,0,0,0.02,g,100,g,0,100,0,7,0.12,0,100 g,56179,https://www.fatsecret.com/calories-nutrition/generic/soft-drink-cola-type-decaffeinated-sugar-free?portionid=56179&portionamount=100.000,4,0,0,0,,,,,,
drinks,7532,Apple Juice Drink,3,50,12.91,0,0.03,0,0.09,g,100,g,0.001,100,0.008,30,0.02,0.005,100 g,56212,https://www.fatsecret.com/calories-nutrition/generic/apple-juice-drink?portionid=56212&portionamount=100.000,2,12.71,0,33.2,,,,,,
drinks,7498,Cola Soft Drink with Higher Caffeine,2,41,10.58,0,0,0,0.02,g,100,g,0,100,0,3,0,0,100 g,56178,https://www.fatsecret.com/calories-nutrition/generic/soft-drink-cola-type-with-higher-caffeine?portionid=56178&portionamount=100.000,4,10.58,0,0,,,,,,
drinks,7531,Apple-Cherry Drink,3,47,12.01,0,0.01,0,0.04,g,100,g,0.001,100,0.003,12,0.02,0.002,100 g,56211,https://www.fatsecret.com/calories-nutrition/generic/apple-cherry-drink?portionid=56211&portionamount=100.000,2,11.91,0,0.1,,,,,,
drinks,37881,Strawberry Flavor Drink Powder Mix,4,389,99.1,0,0.2,0,0.44,g,100,g,0,100,0,6,0.1,0,100 g,60612,https://www.fatsecret.com/calories-nutrition/usda/strawberry-flavor-drink-powder-mix?portionid=60612&portionamount=100.000,38,95.45,0,0.3,,,,,,
drinks,7534,Apple-Orange-Pineapple Juice Drink,5,52,13.38,0,0.06,0.1,0.19,g,100,g,0.005,100,0.018,66,0.11,0.008,100 g,56214,https://www.fatsecret.com/calories-nutrition/generic/apple-orange-pineapple-juice-drink?portionid=56214&portionamount=100.000,2,7.74,1,4.7,,,,,,
drinks,37882,Strawberry Flavor Drink Powder Mix (with Whole Milk),110,88,12.3,12,3.1,0,0.08,g,100,g,0.886,100,0.114,139,3,1.91,100 g,60613,https://www.fatsecret.com/calories-nutrition/usda/strawberry-flavor-drink-powder-mix-(with-whole-milk)?portionid=60613&portionamount=100.000,48,,26,0.9,,,,,,
drinks,7654,Low Calorie Fruit Flavored Drink (Calcium Fortified),132,1,0.29,0,0,0,0,g,100,g,0,100,0,2,0,0,100 g,56334,https://www.fatsecret.com/calories-nutrition/generic/fruit-flavored-drink-low-calorie-calcium-fortified?portionid=56334&portionamount=100.000,3,0,0,1.9,,,,,,
drinks,7533,Apple-Cranberry-Grape Juice Drink,5,44,11.35,0,0.09,0,0.14,g,100,g,0.009,100,0.047,46,0.13,0.007,100 g,56213,https://www.fatsecret.com/calories-nutrition/generic/apple-cranberry-grape-juice-drink?portionid=56213&portionamount=100.000,2,6.88,1,2.2,,,,,,
drinks,37928,Orange Breakfast Drink,4,43,10.8,0,0,0.2,0.04,g,100,g,0,100,0,41,0,0,100 g,60659,https://www.fatsecret.com/calories-nutrition/usda/orange-breakfast-drink?portionid=60659&portionamount=100.000,2,6.56,1,13,,,,,,
drinks,37929,Orange Breakfast Drink (with Added Nutrients),100,53,13.2,0,0,0.1,0.05,g,100,g,0,100,0,83,0,0,100 g,60660,https://www.fatsecret.com/calories-nutrition/usda/orange-breakfast-drink-(with-added-nutrients)?portionid=60660&portionamount=100.000,54,8.02,21,24,,,,,,
drinks,841,Ready-to-Drink Soy Milk,133,42,3.65,0,1.66,1.3,0.72,g,100,g,0.28,100,0.647,97,3.22,0.211,100 g,49521,https://www.fatsecret.com/calories-nutrition/generic/milk-soy-ready-to-drink-not-babys?portionid=49521&portionamount=100.000,41,0.39,13,0,,,,,,
drinks,842,Chocolate Ready-to-Drink Soy Milk,129,49,5.8,0,1.91,1.3,0.58,g,100,g,0.326,100,0.832,141,2.75,0.214,100 g,49522,https://www.fatsecret.com/calories-nutrition/generic/milk-soy-ready-to-drink-not-babys-chocolate?portionid=49522&portionamount=100.000,12,4.5,125,0,,,,,,
drinks,7647,Mixed Drinks (For Recipe Modifications),1,91,0.04,0,0,0,0.01,g,100,g,0,100,0,1,0,0,100 g,56327,https://www.fatsecret.com/calories-nutrition/generic/mixed-drinks-(for-recipe-modifications)?portionid=56327&portionamount=100.000,2,0,0,0,,,,,,
drinks,37920,"""Orange Drink (Breakfast Type", with Juice and Pulp, Frozen Concentrate," with Water)""",118,45,11.32,0,0,0,0.08,g,100,g,0,100,0,167,0.12,0,100 g,60651,https://www.fatsecret.com/calories-nutrition/usda/orange-drink-(breakfast-type-with-juice-and-pulp-frozen-concentrate-with-water)?portionid=60651&portionamount=100.000,10,11.05,0,55.1,,,
drinks,7529,Ale Type Soft Drink,7,37,8.05,0,0.12,0,0.06,g,100,g,0.015,100,0.056,8,0.21,0.024,100 g,56209,https://www.fatsecret.com/calories-nutrition/generic/soft-drink-ale-type?portionid=56209&portionamount=100.000,13,8.05,0,0.5,,,,,,
drinks,7528,Mavi Drink,2,40,10.4,0,0,0,0,g,100,g,0,100,0,0,0,0,100 g,56208,https://www.fatsecret.com/calories-nutrition/generic/mavi-drink?portionid=56208&portionamount=100.000,2,10.39,0,0,,,,,,
