category,food_id,food_name,calcium,calories,carbohydrate,cholesterol,fat,fiber,iron,measurement_description,metric_serving_amount,metric_serving_unit,monounsaturated_fat,number_of_units,polyunsaturated_fat,potassium,protein,saturated_fat,serving_description,serving_id,serving_url,sodium,sugar,vitamin_a,vitamin_c,,,,,,
spices,33895,Poppy Seed,1448,533,23.69,0,44.7,10,9.39,g,100,g,6.34,100,30.82,700,18.04,4.87,100 g,56626,https://www.fatsecret.com/calories-nutrition/usda/poppy-seed?portionid=56626&portionamount=100.000,21,13.69,0,3,,,,,,
spices,33896,Poultry Seasoning,996,307,65.59,0,7.53,11.3,35.3,g,100,g,1.206,100,1.936,684,9.59,3.29,100 g,56627,https://www.fatsecret.com/calories-nutrition/usda/poultry-seasoning?portionid=56627&portionamount=100.000,27,3.08,132,12,,,,,,
spices,33893,Red or Cayenne Pepper,148,318,56.63,0,17.27,27.2,7.8,g,100,g,2.75,100,8.37,2014,12.01,3.26,100 g,56624,https://www.fatsecret.com/calories-nutrition/usda/red-or-cayenne-pepper?portionid=56624&portionamount=100.000,30,10.34,2081,76.4,,,,,,
spices,33894,White Pepper,265,296,68.61,0,2.12,26.2,14.31,g,100,g,0.789,100,0.616,73,10.4,0.626,100 g,56625,https://www.fatsecret.com/calories-nutrition/usda/white-pepper?portionid=56625&portionamount=100.000,5,,0,21,,,,,,
spices,33891,Parsley (Dried),1468,276,51.66,0,4.43,30.4,97.86,g,100,g,3.247,100,0.458,3805,22.42,0.115,100 g,56622,https://www.fatsecret.com/calories-nutrition/usda/parsley-(dried)?portionid=56622&portionamount=100.000,452,7.27,509,122,,,,,,
spices,33892,Black Pepper,437,255,64.81,0,3.26,26.5,28.86,g,100,g,1.01,100,1.13,1259,10.95,0.98,100 g,56623,https://www.fatsecret.com/calories-nutrition/usda/black-pepper?portionid=56623&portionamount=100.000,44,0.64,15,21,,,,,,
spices,5456,Spiced Peach,6,75,20.08,0,0.1,1.3,0.28,g,100,g,0.036,100,0.048,85,0.41,0.011,100 g,54136,https://www.fatsecret.com/calories-nutrition/generic/peach-spiced?portionid=54136&portionamount=100.000,4,18.78,16,5.3,,,,,,
spices,3831,Poor Man's (Spice-Type) Cake without Icing,51,319,58.24,7,8.05,1.2,1.93,g,100,g,3.453,100,1.002,43,3.84,3.106,100 g,52511,https://www.fatsecret.com/calories-nutrition/generic/cake-poor-mans-(spice-type)-without-icing?portionid=52511&portionamount=100.000,345,29.67,0,0.1,,,,,,
spices,33899,Saffron,111,310,65.37,0,5.85,3.9,11.1,g,100,g,0.429,100,2.067,1724,11.43,1.586,100 g,56630,https://www.fatsecret.com/calories-nutrition/usda/saffron?portionid=56630&portionamount=100.000,148,,27,80.8,,,,,,
spices,1417,Smoked & Spiced Beef Pastrami,10,146,0,68,5.82,0,2.22,g,100,g,2.076,100,0.192,235,21.8,2.68,100 g,50097,https://www.fatsecret.com/calories-nutrition/generic/beef-pastrami-(beef-smoked-spiced)?portionid=50097&portionamount=100.000,885,0,33,1.3,,,,,,
spices,33918,Peppermint (Mint),243,70,14.89,0,0.94,8,5.08,g,100,g,0.033,100,0.508,569,3.75,0.246,100 g,56649,https://www.fatsecret.com/calories-nutrition/usda/peppermint-(mint)?portionid=56649&portionamount=100.000,31,,212,31.8,,,,,,
spices,40694,Meatless Luncheon Slices,41,189,4.44,0,11.11,0,1.8,g,100,g,2.055,100,4.383,200,17.78,1.338,100 g,63425,https://www.fatsecret.com/calories-nutrition/usda/meatless-luncheon-slices?portionid=63425&portionamount=100.000,711,2.22,0,0,,,,,,
spices,33919,Spearmint,199,44,8.41,0,0.73,6.8,11.87,g,100,g,0.025,100,0.394,458,3.29,0.191,100 g,56650,https://www.fatsecret.com/calories-nutrition/usda/spearmint?portionid=56650&portionamount=100.000,30,,203,13.3,,,,,,
spices,33886,Yellow Mustard Seed,521,469,34.94,0,28.76,14.7,9.98,g,100,g,19.83,100,5.39,682,24.94,1.46,100 g,56617,https://www.fatsecret.com/calories-nutrition/usda/yellow-mustard-seed?portionid=56617&portionamount=100.000,5,6.79,3,3,,,,,,
spices,33887,Nutmeg (Ground),184,525,49.29,0,36.31,20.8,3.04,g,100,g,3.22,100,0.35,350,5.84,25.94,100 g,56618,https://www.fatsecret.com/calories-nutrition/usda/nutmeg-(ground)?portionid=56618&portionamount=100.000,16,28.49,5,3,,,,,,
spices,33920,Spearmint (Dried),1488,285,52.04,0,6.03,29.8,87.47,g,100,g,0.21,100,3.257,1924,19.93,1.577,100 g,56651,https://www.fatsecret.com/calories-nutrition/usda/spearmint-(dried)?portionid=56651&portionamount=100.000,344,,529,0,,,,,,
spices,33884,Mace (Ground),252,475,50.5,0,32.38,20.2,13.9,g,100,g,11.17,100,4.39,463,6.71,9.51,100 g,56615,https://www.fatsecret.com/calories-nutrition/usda/mace-(ground)?portionid=56615&portionamount=100.000,80,,40,21,,,,,,
spices,33885,Marjoram (Dried),1990,271,60.56,0,7.04,40.3,82.71,g,100,g,0.94,100,4.405,1522,12.66,0.529,100 g,56616,https://www.fatsecret.com/calories-nutrition/usda/marjoram-(dried)?portionid=56616&portionamount=100.000,77,4.09,403,51.4,,,,,,
spices,33882,Garlic Powder,80,332,72.71,0,0.76,9.9,2.75,g,100,g,0.017,100,0.378,1101,16.8,0.135,100 g,56613,https://www.fatsecret.com/calories-nutrition/usda/garlic-powder?portionid=56613&portionamount=100.000,26,24.3,0,18,,,,,,
spices,33883,Ginger (Ground),116,347,70.79,0,5.95,12.5,11.52,g,100,g,1,100,1.31,1343,9.12,1.94,100 g,56614,https://www.fatsecret.com/calories-nutrition/usda/ginger-(ground)?portionid=56614&portionamount=100.000,32,3.39,7,7,,,,,,
spices,33880,Fennel Seed,1196,345,52.29,0,14.87,39.8,18.54,g,100,g,9.91,100,1.69,1694,15.8,0.48,100 g,56611,https://www.fatsecret.com/calories-nutrition/usda/fennel-seed?portionid=56611&portionamount=100.000,88,,7,21,,,,,,
spices,33881,Fenugreek Seed,176,323,58.35,0,6.41,24.6,33.53,g,100,g,,100,,770,23,1.46,100 g,56612,https://www.fatsecret.com/calories-nutrition/usda/fenugreek-seed?portionid=56612&portionamount=100.000,67,,3,3,,,,,,
spices,33888,Onion Powder,363,347,80.67,0,1.05,5.7,2.56,g,100,g,0.158,100,0.439,943,10.12,0.183,100 g,56619,https://www.fatsecret.com/calories-nutrition/usda/onion-powder?portionid=56619&portionamount=100.000,54,35.48,0,14.7,,,,,,
spices,33889,Oregano,1576,306,64.43,0,10.25,42.8,44,g,100,g,0.67,100,5.23,1669,11,2.66,100 g,56620,https://www.fatsecret.com/calories-nutrition/usda/oregano?portionid=56620&portionamount=100.000,15,4.09,345,50,,,,,,
spices,33907,Yellow Mustard,80,66,7.78,0,3.11,3.2,1.85,g,100,g,2.144,100,0.583,151,3.95,0.158,100 g,56638,https://www.fatsecret.com/calories-nutrition/usda/yellow-mustard?portionid=56638&portionamount=100.000,1120,2.84,7,2.9,,,,,,
spices,33908,Salt,24,0,0,0,0,0,0.33,g,100,g,0,100,0,8,0,0,100 g,56639,https://www.fatsecret.com/calories-nutrition/usda/salt?portionid=56639&portionamount=100.000,38758,0,0,0,,,,,,
spices,36343,Chives,92,30,4.35,0,0.73,2.5,1.6,g,100,g,0.095,100,0.267,296,3.27,0.146,100 g,59074,https://www.fatsecret.com/calories-nutrition/usda/chives?portionid=59074&portionamount=100.000,3,1.85,218,58.1,,,,,,
spices,33875,Coriander Seed,709,298,54.99,0,17.77,41.9,16.32,g,100,g,13.58,100,1.75,1267,12.37,0.99,100 g,56606,https://www.fatsecret.com/calories-nutrition/usda/coriander-seed?portionid=56606&portionamount=100.000,35,,0,21,,,,,,
spices,33876,Cumin,931,375,44.24,0,22.27,10.5,66.36,g,100,g,14.04,100,3.279,1788,17.81,1.535,100 g,56607,https://www.fatsecret.com/calories-nutrition/usda/cumin?portionid=56607&portionamount=100.000,168,2.25,64,7.7,,,,,,
spices,33873,Cloves (Ground),646,323,61.21,0,20.07,34.2,8.68,g,100,g,1.471,100,7.088,1102,5.98,5.438,100 g,56604,https://www.fatsecret.com/calories-nutrition/usda/cloves-(ground)?portionid=56604&portionamount=100.000,243,2.38,27,80.8,,,,,,
spices,33874,Coriander Leaf (Dried),1246,279,52.1,0,4.78,10.4,42.46,g,100,g,2.232,100,0.328,4466,21.93,0.115,100 g,56605,https://www.fatsecret.com/calories-nutrition/usda/coriander-leaf-(dried)?portionid=56605&portionamount=100.000,211,7.27,293,566.7,,,,,,
spices,33871,Chili Powder,278,314,54.66,0,16.76,34.2,14.25,g,100,g,3.574,100,7.458,1916,12.26,2.953,100 g,56602,https://www.fatsecret.com/calories-nutrition/usda/chili-powder?portionid=56602&portionamount=100.000,1010,7.19,1483,64.1,,,,,,
spices,33872,Cinnamon,1228,261,79.85,0,3.19,54.3,38.07,g,100,g,0.48,100,0.53,500,3.89,0.65,100 g,56603,https://www.fatsecret.com/calories-nutrition/usda/cinnamon?portionid=56603&portionamount=100.000,26,2.17,14,28.5,,,,,,
spices,33870,Chervil (Dried),1346,237,49.1,0,3.9,11.3,31.95,g,100,g,1.399,100,1.8,4740,23.2,0.169,100 g,56601,https://www.fatsecret.com/calories-nutrition/usda/chervil-(dried)?portionid=56601&portionamount=100.000,83,,293,50,,,,,,
spices,33916,Horseradish,56,48,11.29,0,0.69,3.3,0.42,g,100,g,0.13,100,0.339,246,1.18,0.09,100 g,56647,https://www.fatsecret.com/calories-nutrition/usda/horseradish?portionid=56647&portionamount=100.000,314,7.99,0,24.9,,,,,,
spices,1918,"""Reduced Sodium Spiced Minced Chopped Ham"," Pork and Chicken (Canned)""",0,293,3.4,76,25.1,0,0.64,g,100,g,12.34,100,2.666,564,12.5,8.873,100 g,50598,https://www.fatsecret.com/calories-nutrition/generic/ham-pork-and-chicken-luncheon-meat-chopped-minced-pressed-spiced-canned-reduced-sodium?portionid=50598&portionamount=100.000,946,0,0,43,,,,,
spices,33917,Rosemary,317,131,20.7,0,5.86,14.1,6.65,g,100,g,1.16,100,0.901,668,3.31,2.838,100 g,56648,https://www.fatsecret.com/calories-nutrition/usda/rosemary?portionid=56648&portionamount=100.000,26,,146,21.8,,,,,,
spices,1917,"""Spiced Minced Chopped Ham"," Pork and Chicken (Canned)""",39,196,1.35,75,13.9,0,1.4,g,100,g,6.753,100,1.414,461,15.23,4.343,100 g,50597,https://www.fatsecret.com/calories-nutrition/generic/ham-pork-and-chicken-luncheon-meat-chopped-minced-pressed-spiced-canned?portionid=50597&portionamount=100.000,1032,1.26,0,38.5,,,,,
spices,1916,Spiced Minced Chopped Ham and Pork (Canned),0,315,4.6,71,26.6,0,0.64,g,100,g,12.11,100,1.81,409,13.4,8.955,100 g,50596,https://www.fatsecret.com/calories-nutrition/generic/ham-and-pork-luncheon-meat-chopped-minced-pressed-spiced-canned?portionid=50596&portionamount=100.000,1330,0,0,0,,,,,,
spices,33915,Capers,40,23,4.89,0,0.86,3.2,1.67,g,100,g,0.063,100,0.304,40,2.36,0.233,100 g,56646,https://www.fatsecret.com/calories-nutrition/usda/capers?portionid=56646&portionamount=100.000,2964,0.41,7,4.3,,,,,,
spices,1915,Lowfat Spiced Minced Chopped Ham,9,110,2.63,48,2.86,0,0.8,g,100,g,1.246,100,0.342,350,17.28,0.892,100 g,50595,https://www.fatsecret.com/calories-nutrition/generic/ham-luncheon-meat-chopped-minced-pressed-spiced-lowfat-not-canned?portionid=50595&portionamount=100.000,1106,0,0,0,,,,,,
spices,33879,Dill (Dried),1784,253,55.82,0,4.36,13.6,48.78,g,100,g,,100,,3308,19.96,0.234,100 g,56610,https://www.fatsecret.com/calories-nutrition/usda/dill-(dried)?portionid=56610&portionamount=100.000,208,,293,50,,,,,,
spices,1914,Spiced Minced Chopped Ham,8,227,2.11,59,16.6,0,0.86,g,100,g,7.879,100,1.927,305,16.28,5.627,100 g,50594,https://www.fatsecret.com/calories-nutrition/generic/ham-luncheon-meat-chopped-minced-pressed-spiced-not-canned?portionid=50594&portionamount=100.000,1313,0,0,0.7,,,,,,
spices,33877,Curry Powder,478,325,58.15,0,13.81,33.2,29.59,g,100,g,5.551,100,2.557,1543,12.66,2.237,100 g,56608,https://www.fatsecret.com/calories-nutrition/usda/curry-powder?portionid=56608&portionamount=100.000,52,2.76,49,11.4,,,,,,
spices,33910,Thyme,405,101,24.45,0,1.68,14,17.45,g,100,g,0.081,100,0.532,609,5.56,0.467,100 g,56641,https://www.fatsecret.com/calories-nutrition/usda/thyme?portionid=56641&portionamount=100.000,9,,238,160.1,,,,,,
spices,33878,Dill Seed,1516,305,55.17,0,14.54,21.1,16.33,g,100,g,9.41,100,1.01,1186,15.98,0.73,100 g,56609,https://www.fatsecret.com/calories-nutrition/usda/dill-seed?portionid=56609&portionamount=100.000,20,,3,21,,,,,,
spices,33864,Anise Seed,646,337,50.02,0,15.9,14.6,36.96,g,100,g,9.78,100,3.15,1441,17.6,0.586,100 g,56595,https://www.fatsecret.com/calories-nutrition/usda/anise-seed?portionid=56595&portionamount=100.000,16,,16,21,,,,,,
spices,33865,Basil (Dried),2113,251,60.96,0,3.98,40.5,42,g,100,g,0.453,100,2.168,3433,14.37,0.24,100 g,56596,https://www.fatsecret.com/calories-nutrition/usda/basil-(dried)?portionid=56596&portionamount=100.000,34,1.71,469,61.2,,,,,,
spices,33863,Allspice Ground,661,263,72.12,0,8.69,21.6,7.06,g,100,g,0.66,100,2.36,1044,6.09,2.55,100 g,56594,https://www.fatsecret.com/calories-nutrition/usda/allspice-ground?portionid=56594&portionamount=100.000,77,,27,39.2,,,,,,
spices,2896,Corned Beef Hash with Apple Slices and Vegetable (Frozen Meal),18,142,15.06,22,6.14,1.7,0.84,g,100,g,2.447,100,0.285,140,6.97,2.562,100 g,51576,https://www.fatsecret.com/calories-nutrition/generic/corned-beef-hash-with-apple-slices-vegetable-(frozen-meal)?portionid=51576&portionamount=100.000,817,8.16,11,4.4,,,,,,
spices,33905,Basil,154,27,4.34,0,0.61,3.9,3.17,g,100,g,0.088,100,0.389,462,2.54,0.041,100 g,56636,https://www.fatsecret.com/calories-nutrition/usda/basil?portionid=56636&portionamount=100.000,4,0.3,264,18,,,,,,
spices,33906,Dill,208,43,7.02,0,1.12,2.1,6.59,g,100,g,0.802,100,0.095,738,3.46,0.06,100 g,56637,https://www.fatsecret.com/calories-nutrition/usda/dill?portionid=56637&portionamount=100.000,61,,386,85,,,,,,
spices,33903,Thyme (Dried),1890,276,63.94,0,7.43,37,123.6,g,100,g,0.47,100,1.19,814,9.11,2.73,100 g,56634,https://www.fatsecret.com/calories-nutrition/usda/thyme-(dried)?portionid=56634&portionamount=100.000,55,1.71,190,50,,,,,,
spices,33904,Turmeric (Ground),183,354,64.93,0,9.88,21.1,41.42,g,100,g,1.66,100,2.18,2525,7.83,3.12,100 g,56635,https://www.fatsecret.com/calories-nutrition/usda/turmeric-(ground)?portionid=56635&portionamount=100.000,38,3.21,0,25.9,,,,,,
spices,33901,Savory (Ground),2132,272,68.73,0,5.91,45.7,37.88,g,100,g,,100,,1051,6.73,3.26,100 g,56632,https://www.fatsecret.com/calories-nutrition/usda/savory-(ground)?portionid=56632&portionamount=100.000,24,,257,50,,,,,,
spices,33868,Cardamom,383,311,68.47,0,6.7,28,13.97,g,100,g,0.87,100,0.43,1119,10.76,0.68,100 g,56599,https://www.fatsecret.com/calories-nutrition/usda/cardamom?portionid=56599&portionamount=100.000,18,,0,21,,,,,,
spices,33902,Tarragon,1139,295,50.22,0,7.24,7.4,32.3,g,100,g,0.474,100,3.698,3020,22.77,1.881,100 g,56633,https://www.fatsecret.com/calories-nutrition/usda/tarragon?portionid=56633&portionamount=100.000,62,,210,50,,,,,,
spices,33869,Celery Seed,1767,392,41.35,0,25.27,11.8,44.9,g,100,g,15.93,100,3.72,1400,18.07,2.19,100 g,56600,https://www.fatsecret.com/calories-nutrition/usda/celery-seed?portionid=56600&portionamount=100.000,160,0.67,3,17.1,,,,,,
spices,33866,Bay Leaf,834,313,74.97,0,8.36,26.3,43,g,100,g,1.64,100,2.29,529,7.61,2.28,100 g,56597,https://www.fatsecret.com/calories-nutrition/usda/bay-leaf?portionid=56597&portionamount=100.000,23,,309,46.5,,,,,,
spices,33900,Sage (Ground),1652,315,60.73,0,12.75,40.3,28.12,g,100,g,1.87,100,1.76,1070,10.63,7.03,100 g,56631,https://www.fatsecret.com/calories-nutrition/usda/sage-(ground)?portionid=56631&portionamount=100.000,11,1.71,295,32.4,,,,,,
spices,33867,Caraway Seed,689,333,49.9,0,14.59,38,16.23,g,100,g,7.125,100,3.272,1351,19.77,0.62,100 g,56598,https://www.fatsecret.com/calories-nutrition/usda/caraway-seed?portionid=56598&portionamount=100.000,17,0.64,18,21,,,,,,
sauces,7044,Pesto Sauce,587,534,5.07,40,50.04,1.6,2.24,g,100,g,30.703,100,4.504,202,18.09,12.968,100 g,55724,https://www.fatsecret.com/calories-nutrition/generic/pesto-sauce?portionid=55724&portionamount=100.000,700,0.81,73,5.8,,,,,,
sauces,39076,Cream Of Tartar,8,258,61.5,0,0,0.2,3.72,g,100,g,0,100,0,16500,0,0,100 g,61807,https://www.fatsecret.com/calories-nutrition/usda/cream-of-tartar?portionid=61807&portionamount=100.000,52,0,0,0,,,,,,
sauces,3082,Redeye Gravy,2,44,0.01,5,4.59,0,0.04,g,100,g,2.209,100,0.487,59,0.55,1.678,100 g,51762,https://www.fatsecret.com/calories-nutrition/generic/gravy-redeye?portionid=51762&portionamount=100.000,40,0,0,0,,,,,,
sauces,7043,Horseradish Sauce,114,209,4.35,43,20.42,0.1,0.08,g,100,g,5.912,100,0.766,144,3.13,12.691,100 g,55723,https://www.fatsecret.com/calories-nutrition/generic/horseradish-sauce?portionid=55723&portionamount=100.000,313,0.27,172,1.2,,,,,,
sauces,3081,Mushroom Gravy,21,27,5.33,0,0.33,0.4,0.08,g,100,g,0.108,100,0.012,22,0.82,0.195,100 g,51761,https://www.fatsecret.com/calories-nutrition/generic/gravy-mushroom?portionid=51761&portionamount=100.000,545,0.27,0,0.6,,,,,,
sauces,3080,Poultry Gravy (Home Recipe),5,114,2.79,10,10.16,0.1,0.38,g,100,g,4.52,100,1.164,89,2.52,3.855,100 g,51760,https://www.fatsecret.com/calories-nutrition/generic/gravy-poultry-home-recipe?portionid=51760&portionamount=100.000,490,0.29,0,0,,,,,,
sauces,7045,Low Calorie Tartar Sauce,8,222,16.18,22,18.01,0.3,0.41,g,100,g,4.495,100,9.686,27,0.47,3.067,100 g,55725,https://www.fatsecret.com/calories-nutrition/generic/tartar-sauce-low-calorie?portionid=55725&portionamount=100.000,559,6.1,4,0.5,,,,,,
sauces,1341,Alfredo Sauce,297,410,2.55,133,41.08,0,0.24,g,100,g,11.513,100,1.449,72,9.03,25.771,100 g,50021,https://www.fatsecret.com/calories-nutrition/generic/alfredo-sauce?portionid=50021&portionamount=100.000,520,0.25,386,0.4,,,,,,
sauces,1340,Cheese Sauce Made with Lowfat Cheese,269,131,6.56,14,7.44,0.1,0.38,g,100,g,2.881,100,1.368,159,9.34,2.792,100 g,50020,https://www.fatsecret.com/calories-nutrition/generic/cheese-sauce-made-with-lowfat-cheese?portionid=50020&portionamount=100.000,627,3.49,88,0.2,,,,,,
sauces,3089,Oyster-Flavored Sauce,3,53,13.41,0,0,0,0.04,g,100,g,0.001,100,0.001,1,0.01,0,100 g,51769,https://www.fatsecret.com/calories-nutrition/generic/oyster-flavored-sauce?portionid=51769&portionamount=100.000,2170,8.48,0,0,,,,,,
sauces,7040,Bernaise Sauce,42,368,2.17,374,37.99,0.1,0.7,g,100,g,10.987,100,2.18,60,4.12,22.359,100 g,55720,https://www.fatsecret.com/calories-nutrition/generic/bernaise-sauce?portionid=55720&portionamount=100.000,438,0.57,357,3.9,,,,,,
sauces,7042,Tartar Sauce,22,516,14.73,29,51.32,0.3,0.72,g,100,g,13.418,100,27.649,36,1.05,7.704,100 g,55722,https://www.fatsecret.com/calories-nutrition/generic/tartar-sauce?portionid=55722&portionamount=100.000,684,3.9,50,0.5,,,,,,
sauces,3084,Fat Free Poultry Gravy,14,45,6.31,3,1.61,0.4,1.05,g,100,g,0.575,100,0.491,34,1.28,0.54,100 g,51764,https://www.fatsecret.com/calories-nutrition/generic/gravy-poultry-fat-free?portionid=51764&portionamount=100.000,450,0.83,2,0.1,,,,,,
sauces,7041,Orange Sauce (For Duck),9,48,7.55,0,0.41,0.2,0.24,g,100,g,0.155,100,0.08,130,1.47,0.104,100 g,55721,https://www.fatsecret.com/calories-nutrition/generic/orange-sauce-(for-duck)?portionid=55721&portionamount=100.000,192,5.54,3,18,,,,,,
sauces,34866,Hoisin Sauce,32,220,44.08,3,3.39,2.8,1.01,g,100,g,0.963,100,1.698,119,3.31,0.568,100 g,57597,https://www.fatsecret.com/calories-nutrition/usda/hoisin-sauce?portionid=57597&portionamount=100.000,1615,27.26,0,0.4,,,,,,
sauces,34862,Tabasco Sauce,12,12,0.8,0,0.76,0.6,1.16,g,100,g,0.061,100,0.401,128,1.29,0.106,100 g,57593,https://www.fatsecret.com/calories-nutrition/usda/tabasco-sauce?portionid=57593&portionamount=100.000,633,,82,4.5,,,,,,
sauces,34861,Pepper or Hot Sauce,8,11,1.75,0,0.37,0.3,0.48,g,100,g,0.03,100,0.196,144,0.51,0.052,100 g,57592,https://www.fatsecret.com/calories-nutrition/usda/pepper-or-hot-sauce?portionid=57592&portionamount=100.000,2643,1.26,8,74.8,,,,,,
sauces,34860,White Sauce (Thick),111,186,11.61,6,13.83,0.3,0.5,g,100,g,5.851,100,3.914,149,3.99,3.416,100 g,57591,https://www.fatsecret.com/calories-nutrition/usda/white-sauce-(thick)?portionid=57591&portionamount=100.000,373,3.96,117,0.7,,,,,,
sauces,36643,Tomato Sauce (Canned),13,32,7.37,0,0.24,1.5,1.02,g,100,g,0.037,100,0.098,331,1.32,0.034,100 g,59374,https://www.fatsecret.com/calories-nutrition/usda/tomato-sauce-(canned)?portionid=59374&portionamount=100.000,524,4.25,17,7,,,,,,
sauces,36644,Tomato Sauce with Mushrooms (Canned),13,35,8.43,0,0.13,1.5,0.89,g,100,g,0.01,100,0.05,380,1.45,0.017,100 g,59375,https://www.fatsecret.com/calories-nutrition/usda/tomato-sauce-with-mushrooms-(canned)?portionid=59375&portionamount=100.000,452,4.68,48,12.4,,,,,,
sauces,5536,Cranberry Raspberry Sauce,7,157,40.93,0,0.22,1.9,0.28,g,100,g,0.025,100,0.115,43,0.36,0.012,100 g,54216,https://www.fatsecret.com/calories-nutrition/generic/cranberry-raspberry-sauce?portionid=54216&portionamount=100.000,18,28.9,2,4.9,,,,,,
sauces,36645,Tomato Sauce with Onions (Canned),17,42,9.94,0,0.19,1.8,0.93,g,100,g,0.028,100,0.077,413,1.56,0.03,100 g,59376,https://www.fatsecret.com/calories-nutrition/usda/tomato-sauce-with-onions-(canned)?portionid=59376&portionamount=100.000,551,,43,12.7,,,,,,
sauces,36646,Tomato Sauce with Herbs and Cheese (Canned),37,59,10.24,3,1.93,2.2,0.87,g,100,g,0.38,100,0.825,356,2.13,0.627,100 g,59377,https://www.fatsecret.com/calories-nutrition/usda/tomato-sauce-with-herbs-and-cheese-(canned)?portionid=59377&portionamount=100.000,543,,49,10,,,,,,
sauces,36647,Tomato Sauce with Onions Green Pepper and Celery (Canned),13,41,8.77,0,0.74,1.4,0.76,g,100,g,0.102,100,0.337,398,0.94,0.133,100 g,59378,https://www.fatsecret.com/calories-nutrition/usda/tomato-sauce-with-onions-green-pepper-and-celery-(canned)?portionid=59378&portionamount=100.000,546,7.36,41,13.2,,,,,,
sauces,34867,Oyster Sauce,32,51,10.92,0,0.25,0.3,0.18,g,100,g,0.073,100,0.066,54,1.35,0.043,100 g,57598,https://www.fatsecret.com/calories-nutrition/usda/oyster-sauce?portionid=57598&portionamount=100.000,2733,0,0,0.1,,,,,,
sauces,36648,Tomato Sauce with Tomato Tidbits (Canned),10,32,7.09,0,0.39,1.4,0.68,g,100,g,0.058,100,0.157,373,1.32,0.055,100 g,59379,https://www.fatsecret.com/calories-nutrition/usda/tomato-sauce-with-tomato-tidbits-(canned)?portionid=59379&portionamount=100.000,15,,40,21.5,,,,,,
sauces,1339,Cheese Sauce,240,180,7.53,27,13.16,0.1,0.32,g,100,g,4.604,100,1.736,172,7.93,6.018,100 g,50019,https://www.fatsecret.com/calories-nutrition/generic/cheese-sauce?portionid=50019&portionamount=100.000,329,5.1,140,0,,,,,,
sauces,2824,Turkey Sandwich with Gravy,39,137,11.36,31,3.45,0.6,1.68,g,100,g,0.91,100,1.02,182,14.14,1.042,100 g,51504,https://www.fatsecret.com/calories-nutrition/generic/turkey-sandwich-with-gravy?portionid=51504&portionamount=100.000,475,0.87,0,0,,,,,,
sauces,3091,Mole Verde (Sauce),18,91,6.3,0,5.69,1.5,2.25,g,100,g,1.779,100,2.461,314,5.36,1.109,100 g,51771,https://www.fatsecret.com/calories-nutrition/generic/mole-verde-(sauce)?portionid=51771&portionamount=100.000,404,2.42,21,35.5,,,,,,
sauces,3090,Mole Poblano (Sauce),26,118,8.52,1,8.64,2,1.34,g,100,g,3.85,100,2.315,212,3.98,2.043,100 g,51770,https://www.fatsecret.com/calories-nutrition/generic/mole-poblano-(sauce)?portionid=51770&portionamount=100.000,228,3.75,10,2.6,,,,,,
sauces,2282,Oyster Sauce (White Sauce-Based),79,127,7.76,30,8.12,0.2,3.61,g,100,g,3.041,100,2.316,192,5.5,2.015,100 g,50962,https://www.fatsecret.com/calories-nutrition/generic/oyster-sauce-(white-sauce-based)?portionid=50962&portionamount=100.000,242,1.98,102,3.3,,,,,,
sauces,2281,Lobster Sauce (Broth-Based),19,170,7.03,72,10.39,0.6,0.8,g,100,g,3.849,100,3.741,195,9.91,2.049,100 g,50961,https://www.fatsecret.com/calories-nutrition/generic/lobster-sauce-(broth-based)?portionid=50961&portionamount=100.000,865,2.16,22,0.9,,,,,,
sauces,34852,"""Hollandaise Sauce (Dry", Dehydrated," with Butter Fat)""",289,554,32.1,118,46.04,1.1,2.1,g,100,g,13.85,100,2.17,291,11,27.05,100 g,57583,https://www.fatsecret.com/calories-nutrition/usda/hollandaise-sauce-(dry-dehydrated-with-butter-fat)?portionid=57583&portionamount=100.000,3650,,510,1,,,,
sauces,34212,Olive Oil,1,884,0,0,100,0,0.56,g,100,g,72.961,100,10.523,1,0,13.808,100 g,56943,https://www.fatsecret.com/calories-nutrition/usda/olive-oil?portionid=56943&portionamount=100.000,2,0,0,0,,,,,,
sauces,34858,White Sauce (Thin),126,105,7.4,8,6.73,0.1,0.21,g,100,g,2.67,100,1.586,163,3.77,2.152,100 g,57589,https://www.fatsecret.com/calories-nutrition/usda/white-sauce-(thin)?portionid=57589&portionamount=100.000,328,4.77,57,0.8,,,,,,
sauces,35092,Alfredo Mix Sauce,467,535,36.52,56,36.35,2,0.94,g,100,g,13.669,100,8.61,254,15.32,13.18,100 g,57823,https://www.fatsecret.com/calories-nutrition/usda/alfredo-mix-sauce?portionid=57823&portionamount=100.000,2590,5.4,54,0,,,,,,
sauces,7226,Chocolate Gravy,70,250,53.15,11,4.2,1.3,0.76,g,100,g,1.125,100,0.189,143,3.06,2.587,100 g,55906,https://www.fatsecret.com/calories-nutrition/generic/chocolate-gravy?portionid=55906&portionamount=100.000,42,47.49,47,0,,,,,,
sauces,624163,Butter Sauce,47,418,1.8,435,44.25,0,0.76,g,100,g,12.797,100,2.537,52,4.75,26.043,100 g,645442,https://www.fatsecret.com/calories-nutrition/generic/butter-sauce?portionid=645442&portionamount=100.000,277,0.4,416,4.2,,,,,,
